order_id,date,region,category,product,sales,quantity,discount,profit,customer_age,gender,rating
1334,2022-11-30,East,Sports,Laptop,18264,2,0.15,3676,40,Male,2.6
1335,2022-12-01,South,Sports,Shoes,45141,14,0.1,14393,23,Male,4.8
1336,2022-12-02,West,Food,Shirt,18174,9,0.25,4943,21,Female,2.6
1337,2022-12-03,North,Sports,Chair,18524,3,0.0,3729,35,Female,3.4
1338,2022-12-04,East,Clothing,Shoes,46507,8,0.2,18443,26,Female,2.5
1339,2022-12-05,West,Food,Jacket,24374,16,0.1,2622,66,Female,2.7
1340,2022-12-06,West,Sports,Laptop,44142,2,0.05,7760,46,Male,4.8
1341,2022-12-07,East,Electronics,Shoes,32784,6,0.25,8393,30,Female,3.4
1342,2022-12-08,West,Clothing,Shirt,18102,12,0.0,4645,64,Male,3.6
1343,2022-12-09,East,Clothing,TV,38284,5,0.15,10592,69,Female,3.0
1344,2022-12-10,South,Clothing,Laptop,23765,2,0.0,7736,34,Male,4.0
1345,2022-12-11,East,Food,Shoes,26431,16,0.05,7587,62,Male,4.0
1346,2022-12-12,East,Sports,Chair,29341,5,0.2,8218,49,Female,3.4
1347,2022-12-13,East,Sports,Chair,29692,15,0.2,3446,65,Male,3.3
1348,2022-12-14,West,Electronics,Phone,47042,12,0.25,10018,39,Female,4.7
1349,2022-12-15,West,Electronics,Shoes,43020,4,0.2,7297,21,Male,3.5
1350,2022-12-16,East,Clothing,Rice,16085,15,0.25,2889,22,Female,3.7
1351,2022-12-17,West,Electronics,Shoes,26059,11,0.25,6940,54,Male,3.2
1352,2022-12-18,North,Food,TV,40559,16,0.25,6483,58,Female,4.5
1353,2022-12-19,North,Sports,Laptop,34242,6,0.15,6444,66,Female,3.5
1354,2022-12-20,West,Clothing,Laptop,4633,14,0.1,793,30,Male,3.8
1355,2022-12-21,West,Electronics,TV,15163,18,0.25,5831,51,Male,3.1
1356,2022-12-22,East,Food,Shoes,22254,12,0.25,8532,62,Male,5.0
1357,2022-12-23,South,Food,TV,4472,11,0.1,1265,39,Male,3.2
1358,2022-12-24,West,Electronics,Shirt,5795,13,0.0,2187,40,Female,4.4
1359,2022-12-25,North,Sports,Jacket,47181,11,0.25,15841,68,Male,3.6
1360,2022-12-26,East,Electronics,TV,42373,16,0.15,11737,20,Female,3.0
1361,2022-12-27,West,Clothing,Chair,29625,15,0.2,3020,59,Male,4.5
1362,2022-12-28,North,Electronics,TV,41496,15,0.2,13767,51,Female,3.3
1363,2022-12-29,North,Food,Laptop,10403,4,0.05,3233,49,Female,4.7
1364,2022-12-30,South,Electronics,Chair,3520,11,0.05,1002,62,Female,4.8
1365,2022-12-31,East,Sports,Laptop,42255,19,0.2,13865,68,Female,4.6
1366,2023-01-01,East,Furniture,Phone,20920,15,0.2,5311,66,Male,2.6
1367,2023-01-02,South,Electronics,Rice,21952,4,0.15,6832,38,Male,4.5
1368,2023-01-03,South,Sports,Laptop,46148,13,0.1,17562,63,Female,3.5
1369,2023-01-04,East,Sports,Chair,38501,19,0.05,8191,61,Male,4.7
1370,2023-01-05,East,Food,Phone,10016,2,0.1,3129,38,Male,4.1
1371,2023-01-06,West,Sports,Laptop,47827,14,0.15,11608,61,Female,4.6
1372,2023-01-07,West,Sports,Shirt,49969,4,0.2,15107,28,Male,3.7
1373,2023-01-08,South,Sports,TV,2896,16,0.25,952,56,Male,3.8
1374,2023-01-09,West,Sports,Rice,19046,14,0.1,2164,21,Male,2.9
1375,2023-01-10,North,Clothing,Laptop,19629,15,0.2,5771,68,Female,4.5
1376,2023-01-11,West,Clothing,Phone,2091,3,0.2,351,18,Male,3.5
1377,2023-01-12,West,Food,Shirt,11803,8,0.0,3553,45,Female,3.8
1378,2023-01-13,North,Electronics,Shoes,31061,16,0.1,7470,41,Male,4.5
1379,2023-01-14,South,Sports,Phone,6683,10,0.25,2219,52,Male,4.0
1380,2023-01-15,North,Electronics,TV,27072,4,0.1,3709,30,Male,3.0
1381,2023-01-16,West,Electronics,Phone,34580,18,0.2,9955,64,Female,4.0
1382,2023-01-17,South,Food,Shirt,21195,2,0.25,3890,51,Female,3.5
1383,2023-01-18,West,Sports,Phone,7814,17,0.15,2781,28,Male,3.7
1384,2023-01-19,North,Sports,Shirt,20123,13,0.0,7617,53,Female,2.6
1385,2023-01-20,North,Furniture,Laptop,2639,4,0.2,1053,68,Male,3.0
1386,2023-01-21,West,Electronics,Jacket,47956,11,0.05,16248,34,Female,3.2
1387,2023-01-22,East,Electronics,Shirt,31790,7,0.05,10367,52,Female,4.3
1388,2023-01-23,East,Clothing,Shirt,18588,12,0.0,3061,35,Male,2.5
1389,2023-01-24,North,Furniture,Rice,40192,10,0.15,8071,57,Male,3.5
1390,2023-01-25,North,Clothing,Shirt,33630,7,0.2,8061,39,Male,4.8
1391,2023-01-26,East,Clothing,Shirt,32588,13,0.1,10820,41,Male,2.8
1392,2023-01-27,East,Clothing,Shoes,26792,7,0.0,10033,36,Female,3.8
1393,2023-01-28,West,Food,Jacket,46749,17,0.15,7328,54,Female,4.5
1394,2023-01-29,West,Food,Laptop,21170,10,0.1,7975,56,Female,4.9
1395,2023-01-30,East,Clothing,TV,4238,10,0.05,1308,38,Male,4.4
1396,2023-01-31,West,Furniture,Rice,2969,4,0.05,841,25,Male,4.3
1397,2023-02-01,West,Electronics,Shoes,23034,4,0.1,3684,45,Female,4.6
1398,2023-02-02,South,Furniture,Chair,49374,7,0.0,5760,22,Male,3.6
1399,2023-02-03,West,Sports,Jacket,9517,1,0.05,2575,34,Female,4.5
1400,2023-02-04,North,Food,Laptop,3308,12,0.2,977,54,Female,2.5
1401,2023-02-05,West,Electronics,Laptop,49638,13,0.25,8103,53,Female,4.8
1402,2023-02-06,West,Electronics,Chair,48138,10,0.1,12850,36,Female,3.6
1403,2023-02-07,East,Sports,TV,13213,15,0.1,4716,44,Female,3.9
1404,2023-02-08,North,Sports,Shirt,40829,13,0.05,14311,51,Male,3.1
1405,2023-02-09,West,Clothing,Shoes,3219,9,0.0,1217,28,Male,4.4
1406,2023-02-10,West,Food,Phone,23390,9,0.2,4906,62,Male,2.7
1407,2023-02-11,South,Food,Rice,12200,15,0.0,2384,64,Female,4.7
1408,2023-02-12,West,Furniture,Phone,37009,10,0.15,12022,29,Female,4.6
1409,2023-02-13,West,Clothing,Chair,43034,10,0.15,9869,38,Female,3.0
1410,2023-02-14,South,Clothing,Laptop,37266,8,0.25,4705,28,Female,4.5
1411,2023-02-15,East,Clothing,TV,27205,16,0.05,5029,56,Male,4.5
1412,2023-02-16,West,Clothing,Laptop,19287,17,0.05,4351,45,Male,4.1
1413,2023-02-17,South,Food,Rice,49345,5,0.05,9265,22,Female,3.4
1414,2023-02-18,North,Food,Laptop,27088,4,0.25,5408,34,Female,3.2
1415,2023-02-19,East,Clothing,Laptop,26623,18,0.15,5009,37,Female,3.1
1416,2023-02-20,North,Furniture,Rice,33562,19,0.0,3774,58,Male,3.3
1417,2023-02-21,North,Electronics,Shoes,10677,4,0.25,3108,63,Male,4.8
1418,2023-02-22,South,Electronics,Shoes,22227,7,0.25,6206,29,Male,2.7
1419,2023-02-23,West,Furniture,Rice,30720,10,0.0,9094,23,Female,4.6
1420,2023-02-24,South,Clothing,TV,10382,18,0.05,1637,34,Female,3.4
1421,2023-02-25,South,Food,Chair,1636,19,0.2,309,68,Male,3.8
1422,2023-02-26,South,Electronics,Jacket,35332,4,0.0,10101,36,Female,4.5
1423,2023-02-27,South,Sports,Laptop,32466,10,0.15,9087,43,Male,4.7
1424,2023-02-28,East,Sports,TV,7509,1,0.1,1892,65,Female,3.4
1425,2023-03-01,West,Furniture,Laptop,13487,18,0.1,2767,61,Male,3.7
1426,2023-03-02,North,Clothing,Jacket,37811,5,0.25,14137,61,Female,3.5
1427,2023-03-03,North,Electronics,Chair,32075,15,0.1,6477,69,Male,2.5
1428,2023-03-04,West,Clothing,Shoes,1507,17,0.2,357,49,Male,3.2
1429,2023-03-05,North,Electronics,TV,5945,3,0.05,1804,23,Male,3.6
1430,2023-03-06,West,Furniture,Shirt,11206,12,0.15,2946,53,Male,3.5
1431,2023-03-07,North,Furniture,Shirt,48017,2,0.2,9799,55,Male,4.3
1432,2023-03-08,South,Sports,Jacket,44986,1,0.15,10378,28,Male,3.5
1433,2023-03-09,North,Clothing,Shirt,29757,17,0.15,10068,50,Female,3.7
1434,2023-03-10,West,Sports,Shoes,22236,16,0.05,4079,41,Female,3.6
1435,2023-03-11,West,Clothing,Jacket,42707,5,0.25,6093,40,Female,4.4
1436,2023-03-12,West,Sports,Shoes,13781,15,0.1,2673,32,Male,4.7
1437,2023-03-13,West,Food,Chair,1935,3,0.05,687,44,Male,3.8
1438,2023-03-14,West,Food,Laptop,33839,7,0.2,4287,28,Female,4.5
1439,2023-03-15,East,Food,Chair,35650,11,0.25,14171,68,Male,3.2
1440,2023-03-16,East,Food,Chair,26321,10,0.2,6904,67,Male,3.9
1441,2023-03-17,North,Electronics,Shoes,27160,9,0.25,10741,34,Male,3.4
1442,2023-03-18,West,Food,Jacket,5584,14,0.2,2131,68,Male,3.5
1443,2023-03-19,North,Furniture,Jacket,17161,13,0.05,4047,31,Male,4.3
1444,2023-03-20,West,Furniture,Shirt,14007,2,0.25,2235,44,Female,4.7
1445,2023-03-21,West,Electronics,Phone,7559,3,0.25,1130,35,Female,2.8
1446,2023-03-22,East,Food,Laptop,18771,7,0.15,3229,45,Female,4.1
1447,2023-03-23,East,Food,Shoes,46039,18,0.15,14412,68,Female,4.0
1448,2023-03-24,South,Food,Shirt,7991,3,0.0,1453,64,Female,2.8
1449,2023-03-25,East,Sports,TV,47795,10,0.2,9675,64,Male,3.0
1450,2023-03-26,South,Clothing,Phone,15359,7,0.15,3604,21,Male,3.3
1451,2023-03-27,South,Sports,Phone,8573,9,0.0,3206,24,Male,2.9
1452,2023-03-28,South,Clothing,Shoes,9577,17,0.15,1502,62,Male,3.1
1453,2023-03-29,South,Food,Rice,21453,11,0.2,2178,52,Female,3.2
1454,2023-03-30,South,Food,Laptop,11883,7,0.25,1403,65,Female,3.3
1455,2023-03-31,North,Sports,Phone,49646,14,0.1,18440,26,Female,4.4
1456,2023-04-01,East,Sports,Shoes,2853,19,0.2,840,25,Male,3.9
1457,2023-04-02,South,Clothing,Shoes,24321,4,0.05,4424,69,Female,5.0
1458,2023-04-03,West,Furniture,Shirt,38067,6,0.15,5830,62,Male,3.5
1459,2023-04-04,East,Clothing,TV,25360,10,0.15,4775,34,Female,4.4
1460,2023-04-05,East,Sports,Rice,21695,7,0.25,2917,34,Female,4.7
1461,2023-04-06,South,Sports,Laptop,12439,13,0.05,4757,66,Male,4.2
1462,2023-04-07,North,Electronics,Jacket,25838,14,0.25,8662,50,Male,3.5
1463,2023-04-08,South,Sports,Chair,22230,4,0.05,5307,49,Female,4.4
1464,2023-04-09,North,Electronics,TV,21927,8,0.1,7883,25,Female,3.0
1465,2023-04-10,West,Furniture,TV,35696,5,0.15,6241,36,Male,3.3
1466,2023-04-11,East,Clothing,Shirt,27583,1,0.15,8692,55,Female,3.9
1467,2023-04-12,West,Clothing,Jacket,22010,4,0.1,7854,20,Female,3.9
1468,2023-04-13,North,Electronics,Phone,44564,3,0.0,9226,22,Male,2.6
1469,2023-04-14,North,Clothing,Phone,8313,9,0.25,2720,30,Female,4.9
1470,2023-04-15,West,Sports,Shirt,32098,8,0.1,6051,64,Male,4.2
1471,2023-04-16,North,Food,Shoes,47682,1,0.25,9043,63,Female,3.7
1472,2023-04-17,West,Electronics,Phone,28070,6,0.2,3709,48,Male,4.8
1473,2023-04-18,East,Clothing,Rice,27582,9,0.15,6400,33,Female,3.6
1474,2023-04-19,West,Electronics,Laptop,29741,7,0.25,9485,67,Male,5.0
1475,2023-04-20,East,Electronics,TV,31178,4,0.05,11912,49,Female,3.8
1476,2023-04-21,West,Food,TV,45069,13,0.25,12671,39,Male,2.8
1477,2023-04-22,North,Sports,Rice,12245,17,0.2,4395,46,Female,4.4
1478,2023-04-23,West,Electronics,Jacket,26529,2,0.15,9199,39,Female,4.2
1479,2023-04-24,North,Clothing,Phone,13525,5,0.1,2056,60,Female,4.4
1480,2023-04-25,West,Furniture,TV,36624,12,0.2,9000,20,Female,4.9
1481,2023-04-26,West,Electronics,Chair,14788,8,0.15,1998,27,Female,4.4
1482,2023-04-27,South,Electronics,Jacket,24150,6,0.25,7357,59,Female,4.0
1483,2023-04-28,North,Food,Laptop,7040,8,0.0,2710,38,Female,4.6
1484,2023-04-29,South,Sports,Laptop,32732,18,0.0,4619,33,Female,4.2
1485,2023-04-30,North,Furniture,TV,16922,3,0.05,5418,29,Female,3.5
1486,2023-05-01,South,Clothing,Shirt,3842,12,0.15,1113,19,Male,4.7
1487,2023-05-02,East,Furniture,Jacket,42346,3,0.0,11649,58,Male,3.1
1488,2023-05-03,West,Clothing,TV,36112,6,0.1,7838,41,Female,4.3
1489,2023-05-04,North,Sports,Shirt,10896,2,0.15,2250,52,Male,4.7
1490,2023-05-05,North,Clothing,TV,17982,12,0.1,2042,47,Female,4.3
1491,2023-05-06,West,Food,Chair,23911,2,0.1,3954,47,Female,4.2
1492,2023-05-07,North,Food,Jacket,47266,6,0.0,4942,64,Male,4.4
1493,2023-05-08,North,Food,Shoes,13761,17,0.15,3776,52,Female,3.7
1494,2023-05-09,South,Food,Laptop,3593,3,0.25,473,36,Female,4.7
1495,2023-05-10,North,Furniture,TV,12222,2,0.2,4423,67,Male,3.0
1496,2023-05-11,East,Sports,Chair,22542,8,0.0,5792,25,Male,2.8
1497,2023-05-12,East,Clothing,Shirt,44913,12,0.0,13919,43,Female,3.2
1498,2023-05-13,West,Clothing,Shirt,48351,4,0.25,10795,66,Male,3.8
1499,2023-05-14,North,Food,Laptop,28587,5,0.15,7666,57,Male,3.8
1500,2023-05-15,West,Food,Rice,32847,13,0.15,12574,24,Female,4.6
